[2026-09-17 18:13:09] ================================================================================
[2026-09-17 18:13:09] CPU TRAINING STARTED
[2026-09-17 18:13:09] Python executable: E:\MMdetection\.venv\Scripts\python.exe
[2026-09-17 18:13:09] Config file: E:\MMDetection_2\configs\packdet_rtmdet_ins.py
[2026-09-17 18:13:09] Work directory: E:\MMDetection_2\work_dirs\packdet_rtmdet_ins_cpu
[2026-09-17 18:13:09] Training command: E:\MMdetection\.venv\Scripts\python.exe E:\MMDetection_2\mmdetection\tools\train.py E:\MMDetection_2\configs\packdet_rtmdet_ins.py --work-dir E:\MMDetection_2\work_dirs\packdet_rtmdet_ins_cpu
[2026-09-17 18:13:09] ================================================================================
[2026-09-17 18:19:18] Elapsed: 1.50 min | System CPU: 52.7% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1431.69 MB
[2026-09-17 18:19:20] Elapsed: 1.53 min | System CPU: 51.9% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1432.05 MB
[2026-09-17 18:19:23] Elapsed: 1.58 min | System CPU: 50.0% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1430.46 MB
[2026-09-17 18:19:26] Elapsed: 1.63 min | System CPU: 51.5% | System RAM: 82.2% (12.94/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1430.78 MB
[2026-09-17 18:19:28] Elapsed: 1.67 min | System CPU: 50.0% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1433.78 MB
[2026-09-17 18:19:31] Elapsed: 1.72 min | System CPU: 50.7% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1434.28 MB
[2026-09-17 18:19:34] Elapsed: 1.77 min | System CPU: 53.6% | System RAM: 82.2% (12.94/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1433.54 MB
[2026-09-17 18:19:36] Elapsed: 1.80 min | System CPU: 49.1% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1434.99 MB
[2026-09-17 18:19:39] Elapsed: 1.85 min | System CPU: 51.4% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1435.44 MB
[2026-09-17 18:19:42] Elapsed: 1.90 min | System CPU: 51.8% | System RAM: 81.4% (12.81/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1503.76 MB
[2026-09-17 18:19:44] Elapsed: 1.93 min | System CPU: 52.5% | System RAM: 81.3% (12.79/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1437.05 MB
[2026-09-17 18:19:47] Elapsed: 1.98 min | System CPU: 50.9% | System RAM: 81.3% (12.79/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1438.08 MB
[2026-09-17 18:19:50] Elapsed: 2.03 min | System CPU: 51.8% | System RAM: 81.6% (12.83/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1437.98 MB
[2026-09-17 18:19:52] Elapsed: 2.07 min | System CPU: 50.2% | System RAM: 81.5% (12.83/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1439.65 MB
[2026-09-17 18:19:55] Elapsed: 2.12 min | System CPU: 51.2% | System RAM: 81.6% (12.84/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1438.09 MB
[2026-09-17 18:19:58] Elapsed: 2.15 min | System CPU: 51.7% | System RAM: 81.4% (12.81/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1437.27 MB
[2026-09-17 18:20:00] Elapsed: 2.20 min | System CPU: 50.7% | System RAM: 83.4% (13.12/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1823.15 MB
[2026-09-17 18:20:03] Elapsed: 2.25 min | System CPU: 52.2% | System RAM: 81.6% (12.83/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1442.50 MB
[2026-09-17 18:20:06] Elapsed: 2.28 min | System CPU: 55.2% | System RAM: 81.6% (12.83/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1441.25 MB
[2026-09-17 18:20:08] Elapsed: 2.33 min | System CPU: 51.4% | System RAM: 81.7% (12.86/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1440.72 MB
[2026-09-17 18:20:11] Elapsed: 2.38 min | System CPU: 50.2% | System RAM: 81.7% (12.85/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1443.04 MB
[2026-09-17 18:20:14] Elapsed: 2.42 min | System CPU: 50.5% | System RAM: 81.7% (12.85/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1444.24 MB
[2026-09-17 18:20:16] Elapsed: 2.47 min | System CPU: 52.9% | System RAM: 82.0% (12.91/15.73 GB) | Training Process CPU: 765.9% | Training Process RAM: 1445.17 MB
[2026-09-17 18:20:19] Elapsed: 2.52 min | System CPU: 57.1% | System RAM: 82.4% (12.96/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1442.90 MB
[2026-09-17 18:20:21] Elapsed: 2.55 min | System CPU: 51.4% | System RAM: 81.8% (12.87/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1445.70 MB
[2026-09-17 18:20:24] Elapsed: 2.60 min | System CPU: 58.6% | System RAM: 82.0% (12.90/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1444.82 MB
[2026-09-17 18:20:27] Elapsed: 2.65 min | System CPU: 61.6% | System RAM: 82.1% (12.91/15.73 GB) | Training Process CPU: 723.5% | Training Process RAM: 1444.52 MB
[2026-09-17 18:20:29] Elapsed: 2.68 min | System CPU: 61.4% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1445.32 MB
[2026-09-17 18:20:32] Elapsed: 2.73 min | System CPU: 55.9% | System RAM: 82.6% (13.00/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1445.24 MB
[2026-09-17 18:20:35] Elapsed: 2.78 min | System CPU: 52.2% | System RAM: 83.9% (13.20/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1447.12 MB
[2026-09-17 18:20:37] Elapsed: 2.82 min | System CPU: 51.1% | System RAM: 82.2% (12.92/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1446.31 MB
[2026-09-17 18:20:40] Elapsed: 2.87 min | System CPU: 60.9% | System RAM: 82.3% (12.95/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1447.78 MB
[2026-09-17 18:20:43] Elapsed: 2.92 min | System CPU: 53.4% | System RAM: 82.5% (12.98/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1447.36 MB
[2026-09-17 18:20:45] Elapsed: 2.95 min | System CPU: 60.0% | System RAM: 82.5% (12.98/15.73 GB) | Training Process CPU: 785.1% | Training Process RAM: 1523.62 MB
[2026-09-17 18:20:48] Elapsed: 3.00 min | System CPU: 59.4% | System RAM: 82.9% (13.04/15.73 GB) | Training Process CPU: 585.0% | Training Process RAM: 1448.23 MB
[2026-09-17 18:20:51] Elapsed: 3.05 min | System CPU: 80.5% | System RAM: 83.8% (13.18/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1447.20 MB
[2026-09-17 18:20:53] Elapsed: 3.08 min | System CPU: 56.2% | System RAM: 84.1% (13.23/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1449.74 MB
[2026-09-17 18:20:56] Elapsed: 3.13 min | System CPU: 61.1% | System RAM: 84.5% (13.29/15.73 GB) | Training Process CPU: 731.2% | Training Process RAM: 1452.35 MB
[2026-09-17 18:20:59] Elapsed: 3.17 min | System CPU: 52.4% | System RAM: 82.8% (13.02/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1447.88 MB
[2026-09-17 18:21:01] Elapsed: 3.22 min | System CPU: 63.1% | System RAM: 82.9% (13.05/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1447.44 MB
[2026-09-17 18:21:04] Elapsed: 3.27 min | System CPU: 54.9% | System RAM: 82.7% (13.00/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1448.68 MB
[2026-09-17 18:21:07] Elapsed: 3.30 min | System CPU: 58.1% | System RAM: 82.7% (13.01/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1447.49 MB
[2026-09-17 18:21:09] Elapsed: 3.35 min | System CPU: 50.0% | System RAM: 82.6% (13.00/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1448.68 MB
[2026-09-17 18:21:12] Elapsed: 3.40 min | System CPU: 52.6% | System RAM: 82.5% (12.98/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1448.40 MB
[2026-09-17 18:21:15] Elapsed: 3.43 min | System CPU: 51.4% | System RAM: 82.4% (12.96/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1451.01 MB
[2026-09-17 18:21:17] Elapsed: 3.48 min | System CPU: 50.7% | System RAM: 82.3% (12.95/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1449.88 MB
[2026-09-17 18:21:20] Elapsed: 3.53 min | System CPU: 79.8% | System RAM: 82.5% (12.99/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1431.93 MB
[2026-09-17 18:21:23] Elapsed: 3.57 min | System CPU: 54.1% | System RAM: 82.7% (13.01/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1437.37 MB
[2026-09-17 18:21:25] Elapsed: 3.62 min | System CPU: 83.2% | System RAM: 84.4% (13.28/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1443.14 MB
[2026-09-17 18:21:28] Elapsed: 3.67 min | System CPU: 77.0% | System RAM: 82.5% (12.98/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1441.67 MB
[2026-09-17 18:21:30] Elapsed: 3.70 min | System CPU: 63.0% | System RAM: 83.5% (13.14/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1442.93 MB
[2026-09-17 18:21:33] Elapsed: 3.75 min | System CPU: 65.3% | System RAM: 82.0% (12.90/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1445.08 MB
[2026-09-17 18:21:36] Elapsed: 3.80 min | System CPU: 50.7% | System RAM: 82.0% (12.90/15.73 GB) | Training Process CPU: 785.1% | Training Process RAM: 1444.67 MB
[2026-09-17 18:21:38] Elapsed: 3.83 min | System CPU: 59.1% | System RAM: 82.0% (12.90/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1445.56 MB
[2026-09-17 18:21:41] Elapsed: 3.88 min | System CPU: 70.1% | System RAM: 80.9% (12.73/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1445.53 MB
[2026-09-17 18:21:44] Elapsed: 3.93 min | System CPU: 53.4% | System RAM: 81.3% (12.79/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1640.20 MB
[2026-09-17 18:21:46] Elapsed: 3.97 min | System CPU: 59.6% | System RAM: 82.2% (12.93/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1444.95 MB
[2026-09-17 18:21:49] Elapsed: 4.02 min | System CPU: 60.6% | System RAM: 81.0% (12.74/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1448.72 MB
[2026-09-17 18:21:52] Elapsed: 4.07 min | System CPU: 54.5% | System RAM: 80.8% (12.71/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1459.00 MB
[2026-09-17 18:21:54] Elapsed: 4.10 min | System CPU: 52.6% | System RAM: 80.9% (12.73/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1444.87 MB
[2026-09-17 18:21:57] Elapsed: 4.15 min | System CPU: 52.8% | System RAM: 80.6% (12.68/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1453.86 MB
[2026-09-17 18:22:00] Elapsed: 4.20 min | System CPU: 51.0% | System RAM: 81.8% (12.87/15.73 GB) | Training Process CPU: 785.1% | Training Process RAM: 1447.12 MB
[2026-09-17 18:22:02] Elapsed: 4.23 min | System CPU: 50.2% | System RAM: 80.4% (12.65/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1494.51 MB
[2026-09-17 18:22:05] Elapsed: 4.28 min | System CPU: 54.6% | System RAM: 80.0% (12.59/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1447.42 MB
[2026-09-17 18:22:08] Elapsed: 4.32 min | System CPU: 53.6% | System RAM: 80.0% (12.58/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1452.70 MB
[2026-09-17 18:22:10] Elapsed: 4.37 min | System CPU: 56.7% | System RAM: 79.5% (12.50/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1473.32 MB
[2026-09-17 18:22:13] Elapsed: 4.42 min | System CPU: 54.0% | System RAM: 79.5% (12.50/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1451.78 MB
[2026-09-17 18:22:16] Elapsed: 4.45 min | System CPU: 53.4% | System RAM: 81.6% (12.84/15.73 GB) | Training Process CPU: 788.9% | Training Process RAM: 1911.40 MB
[2026-09-17 18:22:18] Elapsed: 4.50 min | System CPU: 50.0% | System RAM: 79.3% (12.48/15.73 GB) | Training Process CPU: 788.9% | Training Process RAM: 1453.36 MB
[2026-09-17 18:22:21] Elapsed: 4.55 min | System CPU: 50.5% | System RAM: 79.3% (12.48/15.73 GB) | Training Process CPU: 788.4% | Training Process RAM: 1513.62 MB
[2026-09-17 18:22:24] Elapsed: 4.58 min | System CPU: 51.6% | System RAM: 79.3% (12.47/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1450.26 MB
[2026-09-17 18:22:26] Elapsed: 4.63 min | System CPU: 50.5% | System RAM: 79.2% (12.47/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1449.91 MB
[2026-09-17 18:22:29] Elapsed: 4.68 min | System CPU: 51.4% | System RAM: 79.2% (12.46/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1452.69 MB
[2026-09-17 18:22:31] Elapsed: 4.72 min | System CPU: 51.4% | System RAM: 79.1% (12.44/15.73 GB) | Training Process CPU: 785.1% | Training Process RAM: 1451.12 MB
[2026-09-17 18:22:34] Elapsed: 4.77 min | System CPU: 50.4% | System RAM: 79.1% (12.45/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1519.16 MB
[2026-09-17 18:22:37] Elapsed: 4.82 min | System CPU: 49.3% | System RAM: 79.2% (12.45/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1451.83 MB
[2026-09-17 18:22:39] Elapsed: 4.85 min | System CPU: 57.2% | System RAM: 79.2% (12.46/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1452.75 MB
[2026-09-17 18:22:42] Elapsed: 4.90 min | System CPU: 54.1% | System RAM: 79.3% (12.47/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1459.16 MB
[2026-09-17 18:22:45] Elapsed: 4.95 min | System CPU: 50.7% | System RAM: 79.3% (12.47/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1455.96 MB
[2026-09-17 18:22:47] Elapsed: 4.98 min | System CPU: 50.0% | System RAM: 79.2% (12.47/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1455.02 MB
[2026-09-17 18:22:50] Elapsed: 5.03 min | System CPU: 51.2% | System RAM: 79.3% (12.48/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1456.36 MB
[2026-09-17 18:22:53] Elapsed: 5.08 min | System CPU: 52.5% | System RAM: 79.3% (12.47/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1456.62 MB
[2026-09-17 18:22:55] Elapsed: 5.12 min | System CPU: 52.5% | System RAM: 79.3% (12.48/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1455.64 MB
[2026-09-17 18:22:58] Elapsed: 5.17 min | System CPU: 51.0% | System RAM: 79.2% (12.46/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1455.43 MB
[2026-09-17 18:23:01] Elapsed: 5.22 min | System CPU: 50.5% | System RAM: 79.3% (12.48/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1453.98 MB
[2026-09-17 18:23:03] Elapsed: 5.25 min | System CPU: 50.8% | System RAM: 79.2% (12.46/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1455.55 MB
[2026-09-17 18:23:06] Elapsed: 5.30 min | System CPU: 52.2% | System RAM: 80.3% (12.63/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1453.74 MB
[2026-09-17 18:23:09] Elapsed: 5.35 min | System CPU: 50.2% | System RAM: 79.4% (12.49/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1456.96 MB
[2026-09-17 18:23:11] Elapsed: 5.38 min | System CPU: 53.4% | System RAM: 79.6% (12.52/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1456.98 MB
[2026-09-17 18:23:14] Elapsed: 5.43 min | System CPU: 61.6% | System RAM: 79.5% (12.50/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1456.05 MB
[2026-09-17 18:23:17] Elapsed: 5.47 min | System CPU: 80.6% | System RAM: 80.5% (12.67/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1457.22 MB
[2026-09-17 18:23:19] Elapsed: 5.52 min | System CPU: 69.2% | System RAM: 80.7% (12.69/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1459.28 MB
[2026-09-17 18:23:22] Elapsed: 5.57 min | System CPU: 49.8% | System RAM: 84.0% (13.21/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1457.13 MB
[2026-09-17 18:23:25] Elapsed: 5.60 min | System CPU: 54.5% | System RAM: 83.6% (13.15/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1457.67 MB
[2026-09-17 18:23:27] Elapsed: 5.65 min | System CPU: 53.8% | System RAM: 83.5% (13.13/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1455.82 MB
[2026-09-17 18:23:30] Elapsed: 5.70 min | System CPU: 52.7% | System RAM: 82.8% (13.02/15.73 GB) | Training Process CPU: 796.6% | Training Process RAM: 1511.68 MB
[2026-09-17 18:23:33] Elapsed: 5.73 min | System CPU: 53.1% | System RAM: 78.9% (12.41/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1521.15 MB
[2026-09-17 18:23:35] Elapsed: 5.78 min | System CPU: 52.2% | System RAM: 77.3% (12.17/15.73 GB) | Training Process CPU: 799.1% | Training Process RAM: 1459.09 MB
[2026-09-17 18:23:38] Elapsed: 5.83 min | System CPU: 53.1% | System RAM: 77.1% (12.13/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1458.00 MB
[2026-09-17 18:23:41] Elapsed: 5.87 min | System CPU: 55.0% | System RAM: 77.2% (12.15/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1456.90 MB
[2026-09-17 18:23:43] Elapsed: 5.92 min | System CPU: 76.5% | System RAM: 77.2% (12.15/15.73 GB) | Training Process CPU: 574.4% | Training Process RAM: 1459.02 MB
[2026-09-17 18:23:46] Elapsed: 5.97 min | System CPU: 51.8% | System RAM: 79.9% (12.57/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1463.13 MB
[2026-09-17 18:23:49] Elapsed: 6.00 min | System CPU: 52.7% | System RAM: 77.0% (12.12/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1462.63 MB
[2026-09-17 18:23:51] Elapsed: 6.05 min | System CPU: 51.5% | System RAM: 77.2% (12.14/15.73 GB) | Training Process CPU: 788.4% | Training Process RAM: 1461.57 MB
[2026-09-17 18:23:54] Elapsed: 6.10 min | System CPU: 60.1% | System RAM: 77.4% (12.18/15.73 GB) | Training Process CPU: 723.1% | Training Process RAM: 1466.43 MB
[2026-09-17 18:23:56] Elapsed: 6.13 min | System CPU: 63.9% | System RAM: 78.0% (12.27/15.73 GB) | Training Process CPU: 800.5% | Training Process RAM: 1464.12 MB
[2026-09-17 18:23:59] Elapsed: 6.18 min | System CPU: 53.1% | System RAM: 79.2% (12.47/15.73 GB) | Training Process CPU: 792.8% | Training Process RAM: 1464.75 MB
